time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
25.155283,-10.9422,9.0179,-1.2807,14.237
25.160713,-12.6141,9.6979,-1.3558,15.969
25.164420,-13.4579,9.6415,-1.9577,16.671
25.207441,-13.1614,8.9155,-3.0004,16.177
25.208880,-12.0652,7.7768,-3.8564,14.863
25.210526,-10.2942,6.4868,-4.1018,12.840
25.212106,-8.5432,5.4156,-3.9093,10.844
25.213301,-7.1282,4.6839,-3.8975,9.378
25.214104,-6.1819,4.3780,-4.1828,8.653
25.214796,-5.8072,4.5166,-4.4159,8.580
25.215347,-6.0733,5.1424,-4.4943,9.139
25.215841,-6.9772,6.0216,-4.4109,10.218
25.216543,-8.3294,6.8854,-4.2853,11.625
25.217399,-9.8115,7.3988,-4.2323,12.997
25.237099,-11.1244,7.3398,-4.4333,14.046
25.240730,-12.1285,6.7422,-4.8329,14.694
25.242187,-12.9314,5.7994,-5.3730,15.157
25.243251,-13.6163,4.6975,-6.0281,15.614
25.244146,-14.3158,3.6048,-6.5529,16.152
25.250692,-15.0635,2.5485,-6.5799,16.634
25.251511,-15.8428,1.5385,-6.2193,17.089
25.256445,-16.7044,0.5517,-5.7817,17.685
25.260665,-17.3003,-0.5712,-5.4083,18.135
25.264838,-17.4980,-1.7597,-5.3155,18.372
25.277558,-17.2729,-2.8358,-5.4156,18.323
25.278363,-16.7272,-3.5234,-5.4841,17.952
25.278970,-16.0525,-3.6416,-5.4917,17.352
25.284156,-15.3202,-3.1691,-5.3447,16.532
25.288856,-14.4928,-2.3151,-5.0998,15.537
25.293593,-13.6235,-1.3437,-5.0151,14.579
25.298992,-12.7074,-0.3899,-5.0810,13.691
25.303439,-11.8088,0.4303,-5.0140,12.836
25.307990,-10.8622,0.9799,-4.7108,11.880
25.312998,-9.9111,1.0282,-4.0291,10.748
25.317682,-9.1293,0.9119,-3.3439,9.765
25.345610,-8.5834,0.6895,-3.5088,9.299
25.346711,-8.3337,0.5247,-4.5232,9.497
25.347263,-8.5694,0.7746,-6.7300,10.924
25.348114,-8.8915,2.3884,-10.4682,13.941
25.348876,-8.9215,6.2841,-12.2818,16.429
25.349697,-7.6438,11.6056,-8.0951,16.083
25.383138,-2.4434,16.2346,0.4939,16.425
25.384082,7.0958,19.8112,7.7208,22.415
25.384719,17.7563,25.4351,9.2890,32.381
25.385214,26.1308,30.0432,10.9347,41.291
25.385657,25.6974,27.4433,6.5196,38.158
25.386159,15.4739,16.1168,-0.5262,22.349
25.386649,6.9203,8.2931,-3.9476,11.500
25.387154,1.4489,3.6930,-3.9301,5.584
25.420855,-1.4737,-0.5757,-4.3601,4.638
25.421905,-3.6854,-5.8351,-4.9231,8.477
25.422573,-7.1185,-11.1142,-3.9411,13.774
25.423528,-11.7286,-16.2001,-1.4284,20.051
25.424630,-15.8219,-20.3445,-1.6036,25.823
25.428447,-18.0815,-22.2638,-4.6086,29.049
25.429537,-19.3752,-21.2281,-6.7778,29.529
25.446313,-19.7380,-17.5233,-6.7741,27.250
25.448807,-18.3654,-12.0164,-5.4779,22.621
25.450343,-17.5851,-6.1889,-2.6791,18.834
25.451404,-17.6856,-0.5517,1.1918,17.734
25.453399,-18.1396,5.0528,3.6693,19.184
25.454775,-18.0236,10.4398,3.1966,21.073
25.455553,-16.6545,14.5716,0.3823,22.133
25.456732,-14.0692,16.3852,-2.2944,21.718
25.471449,-10.3682,15.3021,-3.4701,18.807
25.472748,-6.3938,12.0069,-3.3514,14.010
25.473319,-2.8697,7.9003,-2.4276,8.749
25.476097,-0.0324,3.8292,-1.1801,4.007
25.480884,2.1872,0.2290,-0.1931,2.208
25.485361,4.0009,-2.6976,-0.0100,4.825
25.491078,5.6692,-4.8413,-0.7856,7.496
25.494827,7.1043,-6.1677,-2.2310,9.669
25.499422,8.2297,-6.5180,-3.1326,10.956
25.507851,8.9848,-5.7022,-2.5977,10.954
25.509243,8.7858,-3.7929,-1.2936,9.657
25.513793,7.2993,-1.4959,-0.3950,7.461
25.526621,5.3304,0.5578,-0.3402,5.370
25.527031,3.2458,2.1435,-0.8725,3.986
25.528011,1.1116,3.2614,-1.2613,3.669
25.533236,-1.0527,3.9308,-1.0635,4.206
25.551149,-3.2489,4.1094,-0.3611,5.251
25.551775,-5.3702,3.7619,0.3702,6.567
25.552060,-7.1599,3.0159,0.7056,7.801
25.552351,-8.3459,1.9408,0.6815,8.596
25.574614,-8.7594,0.7491,0.5893,8.811
25.575221,-8.2764,-0.3347,0.7156,8.314
25.575486,-6.8297,-1.2180,0.9909,7.008
25.575739,-4.8590,-1.7309,1.1096,5.276
25.577804,-2.7360,-1.9189,0.9099,3.464
25.582071,-0.6401,-1.7990,0.5884,1.998
25.586852,1.3374,-1.4689,0.2841,2.007
25.591988,3.2632,-1.0172,0.0353,3.418
25.596252,5.0031,-0.5201,-0.2680,5.037
25.600449,6.3561,-0.0633,-0.6041,6.385
25.604994,7.1275,0.2744,-0.9155,7.191
25.609868,7.1606,0.4432,-1.1880,7.272
25.614802,6.5032,0.4932,-1.2568,6.642
25.622385,5.4342,0.3457,-1.0406,5.544
25.626332,4.2007,0.1082,-0.6927,4.259
25.628960,3.0126,-0.1546,-0.3803,3.040
25.635150,1.9057,-0.3781,-0.0720,1.944
25.657211,0.9041,-0.5457,0.2341,1.082
25.657858,0.0006,-0.6693,0.4473,0.805
25.658150,-0.7190,-0.7060,0.4456,1.102
25.658429,-1.2050,-0.6945,0.4077,1.449
25.658710,-1.4371,-0.6018,0.5269,1.645
25.665122,-1.3731,-0.4829,0.7385,1.632
25.668001,-0.9878,-0.2638,0.8876,1.354
25.672372,-0.2743,-0.0138,0.7641,0.812
25.677421,0.5979,0.2502,0.5305,0.838
25.681742,1.5198,0.5021,0.4517,1.663
25.686367,2.4135,0.6655,0.4342,2.541
25.691732,3.1368,0.7839,0.2679,3.244
25.696004,3.6336,0.8482,0.2680,3.741
25.700704,3.8423,0.8633,0.7313,4.005
25.705560,3.7268,0.8490,1.1303,3.986
25.710909,3.3940,0.8366,1.1648,3.685
25.715608,3.0659,0.9118,1.0934,3.380
25.723034,2.6347,1.0197,1.1048,3.034
25.726603,2.1296,1.1340,1.0864,2.646
25.730531,1.6081,1.2734,1.2000,2.376
25.735719,1.1375,1.4307,1.3392,2.266
25.782268,0.7391,1.6320,1.4153,2.283
25.783091,0.5076,1.9369,1.5220,2.515
25.783721,0.5086,2.1565,1.7722,2.837
25.784241,0.7345,2.2239,2.0201,3.093
25.784679,1.1759,2.1850,1.7994,3.065
25.785189,1.7732,2.1328,1.2991,3.063
25.785780,2.4792,2.1369,0.9463,3.407
25.786295,3.2440,2.2664,0.7574,4.029
25.786575,3.9745,2.4692,0.5966,4.717
25.787019,4.5678,2.7812,0.2686,5.355
25.789326,5.1676,3.1859,0.0273,6.071
25.792920,5.7551,3.6166,0.0517,6.797
25.796769,6.2407,4.0210,0.3243,7.431
25.801331,6.6302,4.3305,0.6562,7.946
25.806428,6.8339,4.5724,0.8465,8.266
25.811498,6.8288,4.8212,0.8760,8.405
25.816104,6.6268,5.0937,0.9355,8.410
25.823061,6.2636,5.3923,1.2546,8.360
25.826077,5.8434,5.7409,1.6297,8.352
25.834971,5.4515,6.1247,1.9555,8.429
25.838615,5.1274,6.5098,2.0719,8.542
25.891043,4.8970,6.9223,2.1646,8.751
25.891695,4.7981,7.4212,2.2633,9.122
25.892027,4.7900,8.0490,2.5102,9.697
25.892396,4.8680,8.8455,2.6859,10.448
25.892831,4.9264,9.8505,2.3059,11.253
25.893210,5.0386,11.2702,1.4196,12.427
25.893541,5.3730,13.2145,1.1438,14.311
25.893837,5.9033,15.5783,1.6269,16.739
25.894206,6.4915,18.4220,1.9244,19.627
25.894572,7.3477,21.7439,2.0621,23.044
25.894941,8.7805,25.0624,2.9542,26.720
25.895277,11.0567,27.0415,3.9415,29.479
25.897665,13.9803,26.2745,3.4457,29.961
25.902566,16.8467,22.7950,1.6868,28.395
25.907033,18.7989,18.1032,-1.2259,26.127
25.911854,19.7566,13.8232,-4.7148,24.569
25.917531,19.8858,10.6481,-7.7799,23.861
25.948886,19.4049,8.6774,-8.1758,22.775
25.950274,18.1166,8.0358,-6.3943,20.825
25.950934,16.4369,8.4925,-4.4204,19.022
25.951664,14.7678,9.3252,-3.0706,17.733
25.952305,13.7423,9.6380,-1.7451,16.876
25.952866,13.4117,8.9548,-0.5254,16.135
25.953476,13.2444,7.7054,-0.3773,15.327
25.985016,13.0697,6.1218,-1.3816,14.498
25.986297,12.4968,4.4953,-2.9538,13.605
25.987037,11.1683,3.2125,-5.0655,12.677
25.987678,9.0152,2.6914,-7.8750,12.269
25.988391,6.0726,2.8374,-9.8146,11.885
25.989089,2.5439,3.3967,-10.1164,10.970
25.989896,-1.3586,4.2575,-7.0498,8.347
25.990545,-4.9009,4.2816,-0.9331,6.574
25.994265,-7.9531,3.7123,2.9392,9.256
25.998843,-10.1621,2.8027,2.8737,10.926
26.003514,-10.7924,1.1733,0.5932,10.872
26.007432,-9.2668,-0.4227,-0.9022,9.320
26.013378,-6.4516,-1.6578,-0.2313,6.665
26.017148,-3.3119,-2.8246,1.7742,4.701
26.023477,-0.0269,-4.0784,3.3960,5.307
26.026631,3.1914,-5.3193,3.5631,7.154
26.031547,5.7987,-6.2703,2.5824,8.922
26.036687,7.8831,-6.8655,1.4388,10.552
26.076096,9.9817,-7.1888,0.6502,12.318
26.078692,12.2159,-7.2602,0.5991,14.223
26.080229,14.1627,-6.9425,1.2812,15.825
26.081300,15.5657,-6.3818,2.0191,16.944
26.082609,16.4837,-5.6619,2.1464,17.561
26.084140,16.8101,-4.8000,1.6245,17.557
26.085168,16.5024,-3.7763,1.1129,16.966
26.085997,14.9376,-2.7563,1.0859,15.229
26.086710,12.6250,-2.0016,1.5097,12.872
26.087583,10.3531,-1.3573,1.7067,10.580
26.126364,8.1409,-0.7384,1.4866,8.308
26.128225,5.9031,-0.1750,1.3496,6.058
26.128687,3.6589,0.2765,1.5191,3.971
26.129097,1.5250,0.5120,1.9031,2.492
26.129494,-0.3191,0.4619,2.1173,2.190
26.130222,-1.5670,0.1242,2.0518,2.585
26.130999,-2.2320,-0.2823,2.0251,3.027
26.132222,-2.8662,-0.6446,2.0427,3.578
26.133132,-3.1398,-1.0872,2.1108,3.936
26.134673,-2.4968,-1.7220,2.1990,3.746
26.137637,-1.2981,-2.3701,2.2839,3.538
26.142174,-0.2287,-2.6942,2.2609,3.525
26.146582,0.6029,-2.5609,2.0398,3.329
26.152595,1.1642,-2.1056,1.5005,2.836
26.201465,1.5084,-1.3521,0.8042,2.180
26.202602,1.6545,-0.4867,0.5897,1.823
26.204486,1.6452,0.4194,0.9127,1.928
26.206871,1.4505,1.2326,1.1689,2.234
26.207779,1.0118,2.0272,0.6815,2.366
26.208493,0.2271,2.8029,-0.4751,2.852
26.209157,-0.8738,3.6339,-1.6857,4.100
26.209591,-2.1621,4.5434,-2.2616,5.517
26.210175,-3.5984,5.6743,-2.0345,7.020
26.210664,-5.0907,6.8875,-1.6446,8.721
26.211096,-6.4787,7.9440,-1.8115,10.410
26.211687,-7.6334,8.7484,-2.5024,11.877
26.214393,-8.4177,9.2392,-3.2128,12.905
26.219183,-8.8771,9.3020,-3.6231,13.359
26.254379,-8.9835,8.9567,-3.8078,13.245
26.256053,-8.8629,8.3708,-3.8843,12.795
26.258238,-8.7287,7.7136,-4.1724,12.373
26.259241,-8.6747,7.1273,-4.8581,12.233
26.260219,-8.8677,6.6343,-5.4174,12.329
26.261228,-9.2444,6.2907,-5.4653,12.446
26.262376,-9.9291,6.0594,-5.3192,12.791
26.264214,-10.6910,5.9063,-5.5211,13.404
26.265647,-11.4687,5.6969,-5.9746,14.131
26.267049,-12.2321,5.3995,-6.1152,14.703
26.310887,-13.0077,4.8897,-5.7576,15.042
26.311784,-13.6479,4.0860,-5.3102,15.204
26.312223,-14.2006,3.1149,-5.2625,15.461
26.312694,-14.6823,2.2053,-5.7337,15.916
26.313121,-15.1492,1.4610,-6.4688,16.537
26.313508,-15.8290,0.9783,-6.9197,17.303
26.313888,-16.6171,0.5855,-6.8357,17.978
26.314265,-17.1175,0.0923,-6.3248,18.249
26.314638,-17.0047,-0.5955,-5.6575,17.931
26.315061,-16.0842,-1.3620,-5.2656,16.979
26.320040,-14.7281,-1.9218,-5.2925,15.768
26.369217,-13.3012,-2.0901,-5.5290,14.555
26.370713,-12.0488,-1.9162,-5.5302,13.395
26.371561,-11.0549,-1.4626,-5.2207,12.313
26.372369,-10.3539,-0.9657,-4.6218,11.380
26.373190,-9.9347,-0.5989,-4.3279,10.853
26.373837,-9.7963,-0.4420,-4.5696,10.819
26.374394,-9.9923,-0.5270,-5.0136,11.192
26.375099,-10.4761,-0.7182,-5.1337,11.688
26.375918,-11.0896,-1.1069,-4.9128,12.179
26.376828,-11.7299,-1.5118,-4.5051,12.656
26.377637,-12.1851,-1.5127,-4.5680,13.101
26.378450,-11.9536,-0.6724,-5.7425,13.278
26.382426,-10.9234,1.1163,-8.0277,13.602
26.386216,-9.7905,4.1014,-9.4731,14.227
26.391102,-8.5455,8.2321,-7.5171,14.046
26.396162,-5.1557,12.4410,-0.7389,13.487
26.400942,2.7272,14.4844,9.2182,17.384
26.441183,12.0525,16.5434,16.1796,26.091
26.442552,18.7889,19.4234,15.9350,31.372
26.443311,21.0577,21.4217,8.9217,31.336
26.443959,17.8047,19.3949,-2.1439,26.415
26.444691,10.3543,14.0126,-9.9458,20.062
26.445563,3.9544,9.8339,-10.9704,15.254
26.446228,-0.4458,6.4820,-7.8193,10.166
26.446947,-3.4545,2.6204,-5.2590,6.816
26.447519,-6.0985,-1.5634,-5.2297,8.184
26.448378,-9.5351,-5.4556,-6.0741,12.553
26.454801,-14.1163,-8.6297,-6.4866,17.771
26.458093,-18.5519,-10.5005,-6.5890,22.313
26.463339,-21.6049,-11.3472,-5.3320,24.979
26.468380,-22.8515,-11.9685,-2.1772,25.888
26.475550,-23.0659,-12.2458,0.7723,26.126
26.477777,-20.9462,-11.0526,1.0046,23.705
26.482083,-17.7480,-8.1542,-0.6642,19.543
26.488077,-14.6805,-4.5784,-1.2678,15.430
26.535400,-11.9835,-0.9104,-0.4834,12.028
26.537016,-9.8887,2.5586,0.5826,10.231
26.537773,-8.2347,5.5694,0.3550,9.948
26.538522,-6.6912,7.9205,-1.8095,10.525
26.539863,-5.0582,9.2171,-4.2155,11.327
26.541282,-3.0924,9.1561,-4.9011,10.836
26.542186,-0.7642,7.8558,-3.6056,8.677
26.542775,1.5602,5.8249,-1.5999,6.239
26.543536,3.6729,3.5267,-0.3084,5.101
26.544129,5.3632,1.3202,-0.2739,5.530
26.544652,6.6029,-0.6226,-1.0180,6.710
26.545422,7.4348,-2.1041,-1.8271,7.940
26.549857,7.5641,-3.0032,-2.1553,8.419
26.555302,6.4408,-3.1508,-1.9297,7.425
26.560783,4.5535,-2.5693,-1.2289,5.371
26.563846,2.5462,-1.5558,-0.3080,3.000
26.568633,0.6205,-0.3975,0.3871,0.832
26.607167,-1.0998,0.6472,0.6805,1.446
26.608494,-2.6653,1.5521,0.5917,3.141
26.609307,-4.0228,2.2526,0.4262,4.630
26.610692,-5.1849,2.6818,0.3097,5.846
26.611812,-6.1167,2.7610,0.3466,6.720
26.612493,-6.6320,2.4453,0.4745,7.084
26.613141,-6.5747,1.7974,0.5456,6.838
26.614008,-5.8211,1.0182,0.4960,5.930
26.614776,-4.4974,0.2727,0.3620,4.520
26.617337,-2.8912,-0.2982,0.1773,2.912
26.621999,-1.1765,-0.7209,-0.0056,1.380
26.654108,0.6101,-0.9859,-0.1317,1.167
26.655183,2.3466,-1.0955,-0.0792,2.591
26.655714,3.8749,-1.0828,0.0253,4.023
26.656346,5.0181,-0.9285,-0.1065,5.104
26.656952,5.6246,-0.6586,-0.5077,5.686
26.657558,5.7163,-0.3619,-0.9228,5.802
26.658088,5.3262,-0.1198,-1.0984,5.440
26.660748,4.6062,0.0388,-1.0347,4.721
26.665100,3.6771,0.0566,-0.7433,3.752
26.668646,2.7007,-0.0825,-0.5271,2.753
26.676118,1.8258,-0.2088,-0.7228,1.975
26.678641,1.0602,-0.2842,-0.9775,1.470
26.684252,0.4188,-0.2852,-0.8456,0.986
26.718388,-0.0526,-0.2264,-0.3378,0.410
26.719004,-0.4309,-0.1149,0.2137,0.495
26.719245,-0.6593,0.0113,0.5923,0.886
26.719494,-0.6670,0.1138,0.5977,0.903
26.719810,-0.3974,0.1065,0.3923,0.568
26.720069,0.0946,0.0702,0.3908,0.408
26.720323,0.7207,-0.0332,0.8749,1.134
26.722564,1.3451,-0.1243,1.4003,1.946
26.726448,1.9608,-0.1763,1.3948,2.413
26.732076,2.4989,-0.1578,0.8807,2.654
26.735920,2.9045,-0.0644,0.5370,2.954
26.740594,3.0818,0.0776,0.5787,3.137
26.745785,2.6622,0.1296,0.7004,2.756
26.750678,2.8845,0.3544,0.7163,2.993
26.787431,3.0582,0.5106,0.5430,3.148
26.788483,3.0773,0.6633,0.2906,3.161
26.789380,2.9363,0.8149,0.2065,3.054
26.790106,2.6347,0.9751,0.3686,2.833
26.790563,2.1803,1.1369,0.6423,2.541
26.790849,1.5919,1.2692,0.6334,2.132
26.791287,1.0333,1.4029,0.3852,1.784
26.791816,0.6009,1.5278,0.2441,1.660
26.793653,0.3604,1.6434,0.4605,1.744
26.798995,0.2704,1.8140,0.6900,1.960
26.804043,0.3709,2.0254,0.7106,2.178
26.809482,0.6547,2.2558,0.9814,2.546
26.813566,1.1510,2.4052,1.5543,3.086
26.818355,1.7361,2.5075,1.9682,3.630
26.825609,2.3822,2.6015,1.9914,4.051
26.827251,3.0227,2.7424,1.8274,4.472
26.833108,3.6025,2.9491,1.6675,4.945
26.836949,4.3507,3.2145,1.5624,5.631
26.875995,5.0996,3.5411,1.4600,6.378
26.877119,5.8615,3.9007,1.4469,7.188
26.877624,6.5561,4.2628,1.5040,7.963
26.878636,7.0701,4.6234,1.4164,8.566
26.879242,7.4357,4.9880,1.3082,9.049
26.880508,7.6563,5.3832,1.2676,9.445
26.881343,7.6413,5.7760,1.2583,9.661
26.882165,7.4266,6.1400,1.2418,9.716
26.882753,7.0355,6.4822,1.3781,9.665
26.885741,6.6274,6.8025,1.5857,9.629
26.890556,6.2322,7.1460,1.5848,9.613
26.894400,5.9328,7.5358,1.5757,9.720
26.899829,5.8289,7.8778,1.6281,9.934
26.903663,5.9011,8.1951,1.6163,10.227
26.908398,6.0987,8.5209,1.5558,10.593
26.913912,6.3790,8.9428,1.4112,11.075
26.918330,6.7036,9.4934,0.9418,11.660
26.970544,7.0100,10.3532,0.7865,12.528
26.971303,7.2964,11.6353,0.8524,13.760
26.971647,7.5582,13.4162,0.6906,15.414
26.972063,7.9785,15.7317,0.8642,17.660
26.972433,8.7669,18.3553,2.0363,20.443
26.972806,10.1701,20.8475,3.4113,23.445
26.973139,12.2443,22.3292,2.8522,25.625
26.973475,14.8467,21.7320,0.7104,26.329
26.973837,17.3975,19.1485,-2.4557,25.988
26.974214,19.2790,15.8623,-5.5846,25.583
26.974583,20.3636,12.8549,-7.2972,25.163
26.975716,20.4247,10.6456,-7.7670,24.307
26.981401,18.9663,9.5391,-7.0725,22.377
26.985979,16.4921,9.5111,-5.5221,19.823
26.991508,14.0033,10.0530,-4.2047,17.744
27.000045,11.9417,10.3417,-2.8942,16.060
27.001077,10.4687,10.0514,-1.2817,14.569
27.004396,9.7326,9.1190,0.1362,13.338
27.046318,9.4849,7.7671,0.6842,12.278
27.047447,9.2534,6.3127,-0.1591,11.203
27.048105,8.8047,4.9496,-1.9309,10.283
27.048833,7.9047,3.9594,-4.1558,9.769
27.049455,6.3645,3.7179,-7.1531,10.271
27.050191,4.2212,4.0100,-8.9683,10.692
27.050826,1.6394,4.4807,-7.6774,9.039
27.051344,-0.8015,4.5109,-3.3912,5.700
27.051946,-2.7891,4.0881,-0.1602,4.952
27.054462,-4.4687,3.7995,-0.2298,5.870
27.060929,-5.7181,3.1253,-2.0742,6.839
27.061781,-6.2916,1.9503,-3.5082,7.463
27.066737,-5.4896,0.6027,-2.7650,6.176
27.072637,-3.3657,-0.7277,-0.0627,3.444
27.107441,-0.7322,-2.1435,2.8260,3.622
27.108484,1.9085,-3.5530,4.2435,5.854
27.109043,4.3010,-4.8673,3.9693,7.612
27.109488,6.2548,-5.9180,2.7632,9.043
27.110133,7.6215,-6.5516,1.0134,10.101
27.110896,8.7565,-6.8251,-0.8112,11.132
27.112162,9.9715,-6.8206,-1.8835,12.227
27.112902,11.3135,-6.6763,-1.7811,13.257
27.115927,12.4502,-6.4207,-0.7553,14.029
27.120360,13.1634,-5.9765,0.5670,14.468
27.140093,13.3139,-5.3364,1.6061,14.433
27.142117,12.7149,-4.5252,1.7527,13.609
27.143265,11.3146,-3.6510,0.9592,11.928
27.144182,9.6481,-2.8642,0.1110,10.065
27.144825,7.9704,-2.2383,-0.1443,8.280
27.170100,6.2363,-1.7412,0.1514,6.477
27.170945,4.4965,-1.2562,0.5908,4.706
27.171387,2.7985,-0.8442,1.1608,3.145
27.171928,1.3563,-0.6133,1.5587,2.155
27.173179,0.2921,-0.5658,1.5447,1.671
27.173761,-0.3720,-0.5935,1.4625,1.622
27.201558,-0.5605,-0.7646,1.0688,1.429
27.202152,-0.3693,-1.0440,0.5795,1.250
27.202389,0.1279,-1.5420,0.4155,1.602
27.202581,0.7317,-2.0915,0.4855,2.268
27.202800,1.2582,-2.5544,0.5016,2.891
27.202988,1.6520,-2.7886,0.4104,3.267
27.206519,1.9310,-2.8055,0.2741,3.417
27.211334,2.0549,-2.5308,0.2136,3.267
27.215344,1.9683,-1.9933,0.2015,2.809
27.219999,1.7381,-1.2645,-0.1035,2.152
27.225380,1.2882,-0.4020,-0.5362,1.452
27.229640,0.6193,0.5562,-0.6692,1.068
27.234731,-0.1935,1.5291,-0.8349,1.753
27.239515,-1.0393,2.3402,-1.3341,2.887
27.278228,-1.8021,2.9853,-2.0922,4.067
27.279252,-2.6571,3.5699,-2.8770,5.299
27.279800,-3.7508,4.3522,-3.3280,6.640
27.280439,-5.0232,5.2312,-3.2543,7.949
27.281060,-6.3818,6.1495,-3.0593,9.376
27.281568,-7.6856,7.0019,-3.0597,10.838
27.282370,-8.7332,7.6525,-3.1519,12.032
27.283192,-9.4711,7.9921,-3.1629,12.790
27.283825,-9.8608,8.0144,-3.1754,13.098
27.287391,-9.9343,7.7846,-3.3411,13.056
27.292539,-9.8177,7.4010,-3.6714,12.831
27.300239,-9.6014,6.9919,-3.9678,12.523
27.302082,-9.3736,6.5972,-4.0037,12.142
27.347605,-9.2134,6.2971,-3.7173,11.763
27.349011,-9.1911,6.0902,-3.4526,11.554
27.350119,-9.3525,5.8948,-3.3408,11.549
27.351112,-9.6449,5.6703,-3.5335,11.733
27.352507,-10.2309,5.4682,-3.9040,12.240
27.353627,-11.0373,5.2464,-4.2801,12.949
27.354973,-12.0274,4.9724,-4.3558,13.724
27.355969,-13.1516,4.5618,-4.0935,14.510
27.357278,-14.1630,3.9978,-3.8495,15.212
27.358571,-14.9293,3.3019,-3.6334,15.716
27.361406,-15.3604,2.6125,-3.5333,15.977
27.362593,-15.5107,1.9904,-3.6517,16.059
27.366234,-15.3495,1.4456,-3.9166,15.907
27.370511,-14.9601,0.9686,-4.1576,15.557
27.376931,-14.5041,0.4727,-4.3218,15.142
27.378450,-14.0504,-0.0561,-4.4039,14.725
27.383416,-13.6423,-0.5934,-4.3990,14.346
27.387658,-13.4296,-1.0181,-4.3362,14.149
27.417324,-13.4100,-1.3087,-4.3409,14.156
27.418796,-13.5521,-1.4473,-4.5075,14.355
27.419566,-13.7677,-1.4322,-4.8852,14.679
27.420413,-13.8487,-1.3372,-5.3248,14.897
27.421965,-13.8006,-1.1936,-5.6049,14.943
27.423135,-13.5162,-1.1932,-5.7828,14.750
27.424069,-13.1070,-1.2511,-5.6790,14.339
27.428351,-12.5550,-1.1674,-5.5609,13.781
27.431014,-11.9406,-0.9002,-6.1599,13.466
27.435736,-11.3251,-0.0081,-8.0835,13.914
27.442167,-10.4706,2.0975,-11.7424,15.872
27.445690,-9.8763,6.1891,-13.5009,17.836
27.450460,-8.3418,11.7957,-10.2645,17.722
27.455005,-2.3648,15.4299,-1.8241,15.716
27.480842,7.7149,16.2416,5.5899,18.830
27.482271,18.9186,18.7232,9.3056,28.197
27.483183,27.9022,22.1139,14.6850,38.512
27.484019,28.1436,22.9724,12.2028,38.324
27.484871,19.5248,17.1661,3.6051,26.247
27.485409,10.2953,10.7702,-5.5688,15.906
27.488472,4.1930,7.1923,-8.7337,12.066
27.498376,0.5344,4.4724,-7.8205,9.025
27.500058,-2.3209,0.2884,-5.2375,5.736
27.502993,-5.3532,-4.5108,-3.9353,8.031
27.510042,-9.0085,-9.0548,-4.1097,13.418
27.512964,-13.0049,-13.0942,-5.3736,19.221
27.517495,-16.4844,-15.7821,-7.3035,23.961
27.522190,-19.0613,-16.4598,-7.7040,26.336
27.557395,-21.1008,-15.4932,-5.4776,26.745
27.559440,-22.5845,-13.1849,-1.6359,26.203
27.561106,-22.1576,-9.7141,1.7944,24.260
27.562255,-20.6690,-5.7090,3.5553,21.736
27.563566,-19.0345,-1.4864,3.3884,19.391
27.564808,-17.2180,2.8305,1.7283,17.535
27.565910,-15.4135,6.6789,0.0113,16.798
27.566971,-13.4146,9.6237,-1.0605,16.544
27.567698,-11.1464,11.0876,-2.0734,15.858
27.600921,-8.7107,10.8816,-3.1970,14.301
27.602182,-6.0931,9.2796,-3.4303,11.619
27.602916,-3.4225,6.7634,-2.0696,7.858
27.603504,-0.9234,3.8868,-0.1487,3.998
27.603958,1.3426,1.2054,0.8441,1.992
27.604396,3.1573,-1.0416,0.2568,3.335
27.604837,4.7051,-2.6807,-1.4202,5.598
27.605287,6.2516,-3.7779,-3.1346,7.949
27.648981,7.6925,-4.2776,-3.9863,9.662
27.650299,8.7789,-4.0298,-3.5134,10.279
27.658205,9.1139,-2.9872,-2.0772,9.813
27.670539,7.8760,-1.3983,-0.6778,8.028
27.671504,5.6194,0.1107,0.0151,5.621
27.672143,3.3208,1.2960,-0.1139,3.567
27.672782,1.1416,2.1315,-0.5482,2.479
27.673310,-0.9442,2.6673,-0.8056,2.942
27.673915,-2.8752,2.8937,-0.6146,4.125
27.674357,-4.6825,2.8446,-0.0504,5.479
27.675049,-6.2822,2.4677,0.5046,6.768
27.675686,-7.5119,1.8113,0.7807,7.767
27.679432,-8.2150,0.9690,0.7257,8.304
27.680305,-8.2877,0.0722,0.5527,8.306
27.681076,-7.6006,-0.7121,0.4165,7.645
27.681677,-6.1815,-1.2767,0.4435,6.328
27.711925,-4.3416,-1.5956,0.5407,4.657
27.712560,-2.4077,-1.6043,0.5675,2.948
27.712817,-0.5028,-1.4080,0.4646,1.566
27.713064,1.3410,-1.0424,0.2162,1.712
27.713251,3.1949,-0.6555,-0.1202,3.264
27.713526,4.8670,-0.2305,-0.4631,4.894
27.713803,6.1848,0.1779,-0.8246,6.242
27.719767,6.8056,0.4288,-1.1163,6.910
27.724040,6.7446,0.5297,-1.2999,6.889
27.792037,6.0014,0.4829,-1.3113,6.162
27.792773,4.8356,0.3195,-1.1265,4.975
27.793136,3.5044,0.0635,-0.8005,3.595
27.793484,2.2271,-0.1728,-0.3883,2.267
27.793823,1.0851,-0.3462,0.0216,1.139
27.794158,0.0096,-0.4235,0.3095,0.525
27.794457,-0.8725,-0.4814,0.4534,1.095
27.794742,-1.5637,-0.5103,0.5248,1.727
27.795176,-1.9997,-0.5105,0.6265,2.157
27.795566,-2.1909,-0.5131,0.6437,2.340
27.795905,-2.0788,-0.4653,0.5436,2.198
27.796238,-1.5999,-0.3699,0.3433,1.678
