time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.593875,-0.0699,-0.0531,-0.0874,0.124
2.599432,0.0850,0.0617,-0.0772,0.130
2.603631,0.2326,0.1691,-0.0838,0.300
2.609020,0.3754,0.2335,-0.1120,0.456
2.613530,0.4728,0.2523,-0.1187,0.549
2.621345,0.4776,0.2115,-0.0753,0.528
2.630828,0.4017,0.1398,-0.0199,0.426
2.631316,0.2642,0.1112,0.0426,0.290
2.632867,0.1055,0.0684,0.1410,0.189
2.637693,-0.0171,-0.0245,0.1989,0.201
2.641487,-0.0751,-0.1484,0.2448,0.296
2.646441,-0.1279,-0.2362,0.2931,0.398
2.655530,-0.3022,-0.2546,-0.1748,0.432
2.656625,-0.5379,-0.2085,-0.4017,0.703
2.662112,-0.7037,-0.1699,0.1393,0.737
2.665480,-0.9027,-0.0860,0.6720,1.129
2.671893,-0.9782,-0.0020,0.2909,1.021
2.675745,-0.7805,0.0795,-0.5497,0.958
2.680181,-0.2693,0.1390,-0.9410,0.989
2.685553,0.3073,0.1430,-0.6503,0.733
2.690120,0.8001,0.1206,-0.1478,0.823
2.694433,1.0690,0.0747,0.1755,1.086
2.699223,1.1095,-0.0019,0.1337,1.117
2.712148,1.0454,-0.1068,0.0161,1.051
2.713734,0.8549,-0.1710,0.0444,0.873
2.714417,0.5356,-0.1179,0.1805,0.577
2.739861,0.1114,-0.0051,0.2551,0.278
2.740833,-0.3146,0.1077,0.2058,0.391
2.741134,-0.6687,0.1893,0.1351,0.708
2.741661,-0.8817,0.1965,0.1096,0.910
2.741951,-0.9348,0.1582,0.1576,0.961
2.742343,-0.8424,0.0529,0.1886,0.865
2.748624,-0.6405,-0.0666,0.1165,0.654
2.755180,-0.4272,-0.1264,0.0228,0.446
2.758495,-0.1858,-0.1335,-0.0779,0.242
2.762702,0.0070,-0.0906,-0.1261,0.155
2.766255,0.2112,-0.0405,-0.1575,0.267
2.771674,0.3483,-0.0240,-0.1386,0.376
2.783403,0.3469,-0.0242,-0.0817,0.357
2.783720,0.2839,-0.0411,0.0278,0.288
2.786010,0.1209,-0.0794,0.0368,0.149
2.790912,-0.0321,-0.1343,0.0411,0.144
2.795019,-0.1469,-0.1892,0.0049,0.240
2.799454,-0.2214,-0.1890,-0.0047,0.291
2.809078,-0.2055,-0.1101,0.0002,0.233
2.810157,-0.1996,-0.0145,0.0362,0.203
2.815014,-0.2298,0.0976,0.0675,0.259
2.823785,-0.2530,0.1905,0.1084,0.335
2.824963,-0.2762,0.2044,0.1589,0.379
2.829397,-0.3042,0.1513,0.2547,0.425
2.833691,-0.3202,0.0243,0.2787,0.425
2.846335,-0.3267,-0.1265,0.2478,0.429
2.848736,-0.3499,-0.2198,0.1811,0.451
2.850445,-0.3636,-0.2627,0.0714,0.454
2.854180,-0.3106,-0.2412,-0.0191,0.394
2.858533,-0.2102,-0.1767,-0.0428,0.278
2.864396,-0.0958,-0.0861,-0.0331,0.133
2.866947,0.0422,-0.0242,-0.0281,0.056
2.873281,0.1824,0.0328,-0.1210,0.221
2.876668,0.2701,0.0443,-0.1613,0.318
2.881140,0.3199,0.0272,-0.1204,0.343
2.887359,0.3126,0.0006,-0.0485,0.316
2.891440,0.2507,-0.0068,-0.0269,0.252
2.896007,0.2057,-0.0381,0.0020,0.209
2.901183,0.1489,-0.0215,0.1003,0.181
2.906486,0.1064,-0.0192,0.1435,0.180
2.910485,0.0713,-0.0360,0.1582,0.177
2.915738,0.0411,-0.0193,0.1563,0.163
2.927154,0.0111,0.0117,0.1593,0.160
2.928391,0.0148,0.0165,0.1479,0.150
2.938360,0.0519,0.0308,0.1676,0.178
2.939513,0.1176,0.0403,0.1682,0.209
2.955778,0.1761,0.0307,0.1021,0.206
2.956690,0.2344,0.0522,-0.0306,0.242
2.957101,0.2499,0.0785,-0.0844,0.275
2.957444,0.2298,0.0713,-0.0975,0.260
2.957783,0.2099,0.0929,-0.0892,0.246
2.963278,0.1736,0.0833,-0.0859,0.211
2.967443,0.1709,0.0427,-0.0874,0.197
2.973377,0.1588,-0.0002,-0.0960,0.186
2.977316,0.1589,-0.0550,-0.1141,0.203
2.981806,0.1614,-0.0978,-0.0941,0.211
2.987179,0.1354,-0.0975,-0.0503,0.174
2.992255,0.1215,-0.0780,-0.0233,0.146
2.996964,0.1051,-0.0323,-0.0440,0.118
3.002000,0.1125,0.0252,-0.0528,0.127
3.018955,0.1365,0.0827,-0.0542,0.169
3.020684,0.1486,0.1259,0.0089,0.195
3.021409,0.1344,0.1307,0.0672,0.199
3.023281,0.1181,0.1188,0.0775,0.185
3.025622,0.0806,0.1117,0.0517,0.147
3.029884,0.0147,0.0592,0.0974,0.115
3.034451,-0.0774,0.0283,0.1383,0.161
3.039253,-0.1528,0.0141,0.1147,0.192
3.044741,-0.1948,-0.0072,0.0412,0.199
3.049435,-0.2038,0.0049,0.0204,0.205
3.053697,-0.1676,0.0361,0.0281,0.174
3.058341,-0.1770,0.0385,0.0118,0.182
3.062961,-0.1505,0.0290,-0.0141,0.154
3.067647,-0.1742,0.0171,-0.0424,0.180
3.077008,-0.1847,-0.0162,-0.0368,0.189
3.077629,-0.1859,-0.0232,-0.0123,0.188
3.082889,-0.1898,-0.0396,0.0024,0.194
3.089900,-0.2057,-0.0251,0.0313,0.210
3.092157,-0.2170,0.0035,0.0291,0.219
3.096892,-0.2260,0.0318,0.0293,0.230
3.105573,-0.1853,0.0575,0.0151,0.195
3.107981,-0.1713,0.0592,0.0271,0.183
3.114730,-0.0887,0.0561,0.0200,0.107
3.134120,-0.0211,0.0340,-0.0013,0.040
3.137063,0.0484,0.0026,-0.0226,0.053
3.138058,0.0937,-0.0309,0.0012,0.099
3.138818,0.1436,-0.0641,0.0058,0.157
3.141246,0.1598,-0.0638,-0.0346,0.175
3.143005,0.1474,-0.0516,-0.1006,0.186
3.145753,0.1778,-0.0087,-0.1234,0.217
3.150170,0.1415,0.0434,-0.0583,0.159
3.154935,0.1173,0.0855,0.0063,0.145
3.159696,0.0911,0.0894,0.0112,0.128
3.164483,0.0462,0.0719,-0.0267,0.090
3.169450,0.0280,0.0189,-0.0239,0.041
3.174403,-0.0018,-0.0312,0.0167,0.035
3.179011,0.0068,-0.0738,0.0403,0.084
3.183480,0.0438,-0.0970,0.0447,0.115
3.190498,0.0781,-0.0774,0.0158,0.111
3.193349,0.1312,-0.0341,-0.0080,0.136
3.197698,0.1790,0.0372,-0.0030,0.183
3.205079,0.2386,0.0890,-0.0101,0.255
3.207343,0.2574,0.1096,-0.0077,0.280
3.212445,0.2766,0.0920,0.0444,0.295
3.216981,0.2317,0.0461,0.0889,0.252
3.226888,0.1946,0.0007,0.0763,0.209
3.227899,0.1579,-0.0823,0.0070,0.178
3.233530,0.0694,-0.0910,-0.0071,0.115
3.239297,0.0268,-0.1020,-0.0045,0.106
3.240533,-0.0202,-0.0820,0.0124,0.085
3.245315,-0.0668,-0.0219,0.0077,0.071
3.250648,-0.0964,0.0187,0.0457,0.108
3.255397,-0.0855,0.0732,0.1000,0.151
3.261930,-0.0533,0.1130,0.1183,0.172
3.265280,0.0330,0.1501,0.0439,0.160
3.269821,0.1137,0.1394,-0.0205,0.181
3.274150,0.1794,0.1288,-0.0322,0.223
3.278556,0.1877,0.1111,-0.0366,0.221
3.283884,0.1297,0.0937,-0.0196,0.161
3.289284,0.0129,0.0716,0.0092,0.073
3.293158,-0.1004,0.0308,0.0400,0.112
3.298170,-0.2129,-0.0145,0.0493,0.219
3.315124,-0.2584,-0.0594,0.0443,0.269
3.315844,-0.2871,-0.0921,0.0631,0.308
3.316134,-0.2779,-0.0819,0.0913,0.304
3.323961,-0.2737,-0.0694,0.0930,0.297
3.325497,-0.2482,-0.0333,0.1041,0.271
3.339469,-0.2064,0.0239,0.1199,0.240
3.340347,-0.1319,0.0473,0.0833,0.163
3.340639,-0.0393,0.0396,0.0162,0.058
3.341042,0.0073,0.0131,-0.0478,0.050
3.347800,0.0653,-0.0227,-0.0898,0.113
3.351774,0.0564,0.0034,-0.1125,0.126
3.360387,-0.0046,0.0080,-0.1139,0.114
3.361989,-0.0746,0.0504,-0.0679,0.113
3.366624,-0.1301,0.0450,0.0014,0.138
3.370756,-0.1876,0.0278,0.0415,0.194
3.377103,-0.2235,0.0154,0.0481,0.229
3.380035,-0.2402,-0.0348,0.0785,0.255
3.384976,-0.2449,-0.0586,0.0825,0.265
3.390491,-0.2308,-0.0726,0.0436,0.246
3.395139,-0.1672,-0.0748,-0.0329,0.186
3.398816,-0.0902,-0.0508,-0.0543,0.117
3.409924,-0.0093,-0.0200,-0.0282,0.036
3.411147,0.0780,0.0343,0.0405,0.094
3.418297,0.1407,0.1023,0.0613,0.184
3.419254,0.1460,0.1580,0.0535,0.222
3.435781,0.1464,0.1823,-0.0231,0.235
3.436615,0.1064,0.1827,-0.0420,0.216
3.436910,0.0192,0.1191,-0.0466,0.129
3.437195,-0.0602,0.0583,0.0033,0.084
3.443315,-0.1460,0.0098,0.0338,0.150
3.447817,-0.2192,-0.0572,0.0189,0.227
3.452725,-0.2826,-0.0786,0.0158,0.294
3.457181,-0.2863,-0.1046,-0.0371,0.307
3.461603,-0.2477,-0.1258,-0.0517,0.283
3.465937,-0.1931,-0.1491,-0.0685,0.253
3.471812,-0.1344,-0.1320,-0.0686,0.200
3.476392,-0.1024,-0.1055,-0.0260,0.149
3.481104,-0.0636,-0.0698,0.0444,0.104
3.485864,-0.0655,-0.0795,0.0978,0.142
3.491385,-0.1125,-0.0653,0.0772,0.151
3.495567,-0.1213,-0.0607,0.0191,0.137
3.499291,-0.1564,-0.0373,-0.0362,0.165
3.511691,-0.1275,-0.0069,-0.0508,0.137
3.512846,-0.0585,0.0065,-0.0654,0.088
3.516212,0.0051,0.0198,-0.0659,0.069
3.520197,0.0326,0.0164,-0.0379,0.053
3.533786,0.0884,0.0130,-0.0576,0.106
3.534452,0.1344,-0.0235,-0.0702,0.153
3.534612,0.1921,-0.0384,-0.0472,0.202
3.542943,0.2400,-0.0532,-0.0221,0.247
3.543538,0.3043,-0.0655,0.0145,0.312
3.547452,0.3542,-0.0752,0.0580,0.367
3.551910,0.3635,-0.0848,0.0515,0.377
3.556651,0.3777,-0.0587,0.0073,0.382
3.561620,0.3896,-0.0398,-0.0152,0.392
3.566151,0.3853,-0.0070,-0.0162,0.386
3.571427,0.4077,0.0498,0.0066,0.411
3.575921,0.4087,0.0636,0.0367,0.415
3.580633,0.3981,0.0678,-0.0144,0.404
3.585337,0.3591,0.0529,-0.0390,0.365
3.590539,0.2870,0.0549,-0.0254,0.293
3.595108,0.2298,0.0329,0.0502,0.237
3.599941,0.1515,0.0254,0.0922,0.179
3.606541,0.1024,0.0131,0.0673,0.123
3.610207,0.0964,0.0056,0.0710,0.120
3.614698,0.1264,0.0006,0.0579,0.139
3.619178,0.1659,-0.0260,-0.0675,0.181
3.624015,0.2436,-0.0239,-0.1833,0.306
3.629141,0.2879,-0.0051,-0.1676,0.333
3.634398,0.2870,0.0377,-0.1115,0.310
3.640926,0.2769,0.0349,-0.1032,0.298
3.643261,0.2262,0.0442,-0.1355,0.267
3.648058,0.1591,0.0224,-0.1296,0.206
3.653485,0.1207,-0.0018,-0.0760,0.143
3.659357,0.0921,-0.0379,-0.0369,0.106
3.662392,0.0707,-0.0667,-0.0122,0.098
3.667049,0.0615,-0.0884,0.0173,0.109
3.672575,0.0859,-0.0790,0.0347,0.122
3.678959,0.1175,-0.0791,0.0354,0.146
3.682281,0.1754,-0.0744,0.0361,0.194
3.689964,0.2429,-0.0530,0.0177,0.249
3.695783,0.2937,-0.0268,-0.0006,0.295
3.699625,0.3327,-0.0149,0.0194,0.334
3.702496,0.3267,0.0136,0.0391,0.329
3.706895,0.2949,0.0158,0.0945,0.310
3.712262,0.2185,0.0134,0.0808,0.233
3.717867,0.1406,0.0109,0.0458,0.148
3.729870,0.0612,0.0038,0.0538,0.082
3.730521,0.0110,0.0300,0.0617,0.069
3.730689,-0.0270,0.0559,0.0506,0.080
3.735148,-0.0032,0.1029,0.0229,0.106
3.751995,0.0368,0.1401,-0.0282,0.148
3.752720,0.0861,0.1128,-0.0292,0.145
3.752996,0.1184,0.0858,-0.0231,0.148
3.759943,0.1245,0.0282,-0.0692,0.145
3.760597,0.0881,-0.0313,-0.0628,0.113
3.764305,0.0139,-0.0927,-0.0589,0.111
3.768667,-0.0479,-0.1013,-0.0834,0.140
3.772681,-0.0928,-0.1195,-0.0460,0.158
3.777036,-0.1302,-0.1042,0.0195,0.168
3.781815,-0.1413,-0.0677,0.0251,0.159
3.787377,-0.1830,-0.0672,0.0352,0.198
3.791389,-0.1699,-0.0405,0.0737,0.190
3.796185,-0.1331,-0.0260,0.1000,0.168
3.801115,-0.0541,-0.0163,0.0455,0.073
3.806721,0.0503,0.0052,0.0152,0.053
3.810767,0.1253,0.0454,-0.0031,0.133
3.815194,0.1784,0.0806,-0.0117,0.196
3.822779,0.2239,0.0846,-0.0108,0.240
3.825194,0.1861,0.0768,-0.0026,0.201
3.829416,0.1556,0.0501,-0.0394,0.168
3.834598,0.0613,0.0141,-0.0568,0.085
3.840345,-0.0036,-0.0358,-0.0196,0.041
3.845137,-0.1106,-0.0853,0.0078,0.140
3.848981,-0.1906,-0.0822,0.0634,0.217
3.854772,-0.2439,-0.0934,0.0545,0.267
3.859350,-0.2637,-0.0760,0.0528,0.279
3.865213,-0.2411,-0.0587,0.0322,0.250
3.868344,-0.1690,-0.0346,0.0235,0.174
3.873613,-0.0811,0.0107,0.0291,0.087
3.878456,0.0132,0.0556,0.0346,0.067
3.885750,0.0853,0.0669,-0.0192,0.110
3.889486,0.1354,0.0852,-0.0679,0.174
3.893103,0.1305,0.0843,-0.0901,0.180
3.900686,0.0640,0.0645,-0.0577,0.108
3.903669,-0.0327,0.0354,-0.0113,0.049
3.909114,-0.1334,-0.0030,0.0062,0.134
3.914396,-0.2404,-0.0459,0.0353,0.247
3.916624,-0.2828,-0.0813,0.0618,0.301
3.921610,-0.2729,-0.0927,0.0524,0.293
3.929404,-0.2089,-0.0946,0.0454,0.234
3.931616,-0.1480,-0.0799,0.0171,0.169
3.935498,-0.0735,-0.0464,-0.0134,0.088
3.940505,-0.0021,0.0225,-0.0129,0.026
3.945110,0.0615,0.0528,-0.0053,0.081
3.949798,0.1078,0.0875,-0.0617,0.152
3.954550,0.1253,0.0650,-0.0750,0.160
3.959353,0.1308,0.0238,-0.0716,0.151
3.964050,0.0771,-0.0124,-0.0565,0.096
3.968543,0.0571,-0.0341,-0.0652,0.093
3.974305,-0.0007,-0.0792,-0.0454,0.091
3.978984,-0.0390,-0.0980,-0.0140,0.106
3.983793,-0.0439,-0.0691,0.0218,0.085
3.990912,-0.0344,-0.0405,0.0787,0.095
3.995746,0.0105,-0.0239,0.0568,0.063
3.998737,0.0716,0.0423,0.0233,0.086
4.003739,0.1442,0.0748,0.0327,0.166
4.010930,0.2020,0.0903,0.0207,0.222
4.012901,0.2596,0.0892,-0.0078,0.275
4.017200,0.3312,0.0573,-0.0266,0.337
4.030605,0.3670,0.0043,-0.0453,0.370
4.032653,0.3768,-0.0553,-0.0283,0.382
4.033205,0.3395,-0.1001,0.0077,0.354
4.042377,0.3050,-0.1089,0.0411,0.327
4.042885,0.2473,-0.0749,0.0506,0.263
4.049210,0.2232,-0.0269,0.0388,0.228
4.051247,0.2325,0.0586,0.0034,0.240
4.058779,0.1943,0.0937,-0.0434,0.220
4.060168,0.1874,0.1023,-0.0590,0.222
4.065074,0.1335,0.0919,-0.0438,0.168
4.070639,0.0757,0.0651,0.0211,0.102
4.076942,-0.0099,0.0361,0.0640,0.074
4.079271,-0.0687,-0.0164,0.0922,0.116
4.084034,-0.0892,-0.0543,0.0776,0.130
4.089908,-0.0337,-0.0443,0.0560,0.079
4.095753,0.0165,-0.0321,0.0512,0.063
4.099023,0.0758,0.0204,0.0512,0.094
4.103209,0.1395,0.0344,0.0084,0.144
4.108832,0.1791,0.0389,-0.0008,0.183
4.117270,0.1545,0.0268,-0.0146,0.157
4.117750,0.1326,-0.0184,-0.0258,0.136
4.123811,0.0779,-0.0443,-0.0299,0.094
4.135999,0.0189,-0.0747,-0.0197,0.080
4.136874,-0.0159,-0.0906,-0.0120,0.093
4.137171,-0.0456,-0.0850,-0.0330,0.102
4.151104,-0.0609,-0.0676,-0.0063,0.091
4.151727,-0.0951,-0.0574,0.0106,0.112
4.151890,-0.0911,-0.0213,-0.0342,0.100
4.163492,-0.0731,-0.0044,-0.0645,0.098
4.164113,-0.0504,-0.0139,-0.0638,0.082
4.166734,-0.0256,-0.0279,-0.0227,0.044
4.171451,-0.0177,-0.0490,0.0014,0.052
4.176991,-0.0169,-0.0415,0.0110,0.046
4.179999,-0.0255,-0.0269,0.0205,0.042
4.184856,0.0181,0.0161,0.0063,0.025
4.189504,0.0469,0.0587,-0.0410,0.086
4.194444,0.0683,0.0749,-0.0381,0.108
4.198707,0.0704,0.0932,-0.0354,0.122
4.203612,0.0750,0.0782,-0.0183,0.110
4.210771,0.0487,0.0515,0.0128,0.072
4.214896,-0.0175,0.0274,0.0343,0.047
4.219027,-0.0783,0.0011,0.0554,0.096
4.233913,-0.1768,-0.0084,0.0882,0.198
4.235009,-0.2177,-0.0320,0.1042,0.243
4.235412,-0.2133,-0.0413,0.1012,0.240
4.238619,-0.1689,-0.0243,0.0673,0.183
4.246604,-0.1251,0.0043,0.0384,0.131
4.247493,-0.0605,0.0160,-0.0093,0.063
4.252411,-0.0202,0.0324,-0.0780,0.087
4.257553,-0.0158,0.0652,-0.1273,0.144
4.261372,-0.0139,0.0858,-0.1218,0.150
4.266079,-0.0216,0.0754,-0.0927,0.121
4.272764,-0.0363,0.0532,-0.0259,0.069
4.275881,-0.0796,0.0146,-0.0237,0.084
4.281084,-0.0799,-0.0071,-0.0832,0.116
4.285254,-0.1278,-0.0168,-0.0947,0.160
4.292492,-0.1352,0.0163,-0.0968,0.167
4.295397,-0.1095,0.0443,-0.0397,0.125
4.300075,-0.0913,0.0460,-0.0163,0.103
4.312988,-0.0708,0.0476,0.0069,0.086
4.314315,-0.0340,0.0469,0.0394,0.070
4.315705,0.0143,0.0366,0.0644,0.075
4.323202,0.0076,0.0288,0.0678,0.074
4.327173,0.0319,0.0045,0.0808,0.087
4.340247,0.0631,-0.0125,0.0818,0.104
4.341235,0.0823,-0.0080,0.0901,0.122
4.341535,0.0753,-0.0391,0.0864,0.121
4.344142,0.1088,-0.0177,0.0401,0.117
4.347902,0.1207,0.0082,0.0320,0.125
4.356861,0.1421,0.0150,0.0691,0.159
4.357551,0.1564,0.0075,0.0584,0.167
4.363197,0.1612,0.0167,0.0456,0.168
4.368337,0.1638,0.0093,0.0306,0.167
4.372532,0.1712,0.0209,0.0133,0.173
4.377509,0.1882,0.0229,-0.0227,0.191
4.381289,0.2148,0.0226,-0.0204,0.217
4.386177,0.1989,-0.0203,0.0363,0.203
4.391530,0.1763,-0.0439,0.0927,0.204
4.395754,0.1660,-0.0553,0.0846,0.194
4.400162,0.1582,-0.0951,0.1123,0.216
4.408650,0.1792,-0.1298,0.0805,0.235
4.409971,0.1979,-0.1262,0.0255,0.236
4.415127,0.2382,-0.1273,0.0206,0.271
4.419646,0.2691,-0.0809,0.0537,0.286
4.430727,0.2980,-0.0585,0.0675,0.311
4.431863,0.3485,0.0112,0.0743,0.356
4.438169,0.4107,0.0709,0.0859,0.425
4.441443,0.4846,0.1113,0.0809,0.504
4.444151,0.5488,0.1276,0.0762,0.569
4.448504,0.5917,0.1297,0.0622,0.609
4.453269,0.6136,0.1153,0.0699,0.628
4.458207,0.5864,0.0963,0.0917,0.601
4.465262,0.5626,0.1109,0.1277,0.587
4.468413,0.5089,0.0994,0.1635,0.544
4.472575,0.4493,0.1308,0.1850,0.503
4.476966,0.4215,0.1858,0.1616,0.488
4.481655,0.4831,0.2446,0.1636,0.566
4.488734,0.6408,0.2795,0.1514,0.715
4.492099,0.8207,0.2404,0.1130,0.863
4.496428,0.9874,0.2231,0.0840,1.016
4.500977,1.1006,0.1797,0.0884,1.119
4.508834,1.1961,0.1152,0.0667,1.203
4.518792,1.2474,0.0319,0.0571,1.249
4.519977,1.2878,-0.0367,0.0193,1.288
4.521591,1.3075,-0.1097,0.0275,1.312
4.540402,1.2730,-0.1490,0.0360,1.282
4.541539,1.1703,-0.1497,0.0115,1.180
4.541860,1.0042,-0.0784,-0.1032,1.013
4.542145,0.8679,0.0217,-0.2506,0.904
4.545659,0.7443,0.1507,-0.2917,0.814
4.549978,0.7383,0.2726,-0.2244,0.818
4.554943,0.8685,0.3085,0.0298,0.922
4.558360,1.0016,0.3015,0.3126,1.092
4.564803,1.1070,0.2710,0.2563,1.168
4.569130,1.1084,0.2888,-0.2026,1.163
4.573228,1.2089,0.3620,-0.7580,1.472
4.581604,1.4414,0.4354,-0.8729,1.740
4.585059,1.7103,0.5279,-0.3456,1.823
4.587203,1.8395,0.5489,0.3454,1.950
4.594238,1.7368,0.5229,0.4652,1.872
4.596645,1.5440,0.5504,0.1084,1.643
4.601828,1.2305,0.6052,-0.0459,1.372
4.608903,0.8942,0.7015,0.0874,1.140
4.611420,0.5991,0.8176,0.1992,1.033
4.616015,0.4090,0.9247,0.1889,1.029
4.620941,0.2966,1.0202,0.1280,1.070
4.635982,0.3185,1.0680,0.0212,1.115
4.637053,0.4452,1.0777,-0.1477,1.175
4.637787,0.6574,1.0805,-0.5169,1.366
4.646557,0.8637,1.0857,-0.9028,1.655
4.647673,1.0715,1.0883,-0.9868,1.818
4.649823,1.2808,1.1433,-0.9580,1.966
4.654575,1.5344,1.2386,-0.8900,2.163
4.659219,1.8508,1.3719,-0.7914,2.436
4.664074,2.2744,1.5189,-0.7166,2.827
4.669614,2.8017,1.5337,-0.7776,3.287
4.673869,3.3794,1.4546,-0.9452,3.799
4.678304,4.0314,1.3411,-1.0361,4.373
4.683335,4.6315,1.1860,-0.8481,4.856
4.688495,5.0440,0.9682,-0.4940,5.160
4.693024,5.2248,0.7144,-0.2143,5.278
4.697698,5.1124,0.5324,-0.1705,5.143
4.702531,4.7307,0.4555,-0.3024,4.762
4.709216,4.2586,0.4092,-0.4597,4.303
4.712493,3.8289,0.4240,-0.3636,3.869
4.717068,3.5363,0.4088,-0.0291,3.560
4.722283,3.4066,0.3801,0.3644,3.447
4.731816,3.3657,0.3548,0.6352,3.443
4.732550,3.4426,0.2877,0.6305,3.512
4.735768,3.5634,0.2647,0.5987,3.623
4.741667,3.7332,0.2048,0.6067,3.788
4.745518,3.9301,0.1676,0.5925,3.978
4.750455,4.0919,0.0935,0.5612,4.131
4.754428,4.2281,0.0710,0.5204,4.261
4.759854,4.3006,0.0762,0.4583,4.326
4.764508,4.2548,0.1140,0.4060,4.276
4.769090,4.1127,0.2059,0.4112,4.138
4.774247,3.8747,0.3043,0.4283,3.910
4.778817,3.6555,0.3684,0.4143,3.697
4.783643,3.4766,0.4198,0.4122,3.526
4.788137,3.3356,0.4228,0.4339,3.390
4.794729,3.2038,0.4229,0.4435,3.262
4.799988,3.1101,0.4226,0.4721,3.174
4.803127,3.0355,0.4244,0.4434,3.097
4.808418,2.9778,0.4546,0.3931,3.038
4.812814,2.9204,0.4703,0.3452,2.978
4.817459,2.8349,0.5075,0.3021,2.896
4.822293,2.7146,0.5614,0.2949,2.788
4.830779,2.5928,0.6104,0.2993,2.680
4.832741,2.4886,0.6595,0.3368,2.596
4.837773,2.4690,0.7013,0.4453,2.605
4.842860,2.4763,0.6810,0.6437,2.648
4.845780,2.4821,0.6465,0.8029,2.688
4.852084,2.4410,0.6027,0.8326,2.649
4.856374,2.3507,0.5902,0.7398,2.534
4.860068,2.2471,0.5757,0.6539,2.410
4.865031,2.1305,0.5566,0.6319,2.291
4.869504,1.9817,0.5641,0.6448,2.159
4.874974,1.8341,0.5887,0.6999,2.050
4.879457,1.7429,0.5705,0.7372,1.977
4.883964,1.6574,0.5646,0.8069,1.928
4.888762,1.5738,0.5138,0.8780,1.874
4.894462,1.4870,0.5137,0.8862,1.806
4.898932,1.3540,0.5548,0.8364,1.685
4.903472,1.2391,0.5772,0.8192,1.594
4.909663,1.1111,0.6669,0.8297,1.539
4.920200,1.0345,0.7666,0.8177,1.525
4.921023,0.9616,0.8309,0.7998,1.502
4.937858,0.8856,0.8981,0.7477,1.466
4.938644,0.7976,0.9684,0.6733,1.424
4.938805,0.6910,1.0488,0.6198,1.401
4.938954,0.5300,1.1226,0.5583,1.361
4.946038,0.4035,1.2065,0.6035,1.408
4.946650,0.2875,1.2504,0.6022,1.417
4.953484,0.2033,1.2470,0.7100,1.449
4.957161,0.1552,1.1965,0.7714,1.432
4.963064,0.1717,1.0822,0.7938,1.353
4.967110,0.1951,0.9090,0.7702,1.207
4.970718,0.2062,0.7319,0.7316,1.055
4.975458,0.1287,0.5868,0.6828,0.909
4.980153,-0.0464,0.4760,0.7288,0.872
4.985292,-0.3047,0.4186,0.8005,0.953
4.990101,-0.6267,0.4194,0.8287,1.120
4.994570,-0.9553,0.4376,0.8088,1.326
4.999841,-1.1596,0.4254,0.7430,1.441
5.004229,-1.2148,0.4044,0.6773,1.448
5.008937,-1.1309,0.3603,0.7214,1.389
5.013887,-1.0153,0.3407,0.8060,1.340
5.018378,-0.8606,0.3577,0.7900,1.222
5.026282,-0.7505,0.3871,0.7237,1.112
5.034166,-0.6467,0.4433,0.7288,1.070
5.034604,-0.6089,0.4809,0.8101,1.122
5.038030,-0.6061,0.5046,0.8434,1.155
5.045567,-0.6261,0.4738,0.7598,1.093
5.052680,-0.6927,0.4268,0.6384,1.034
5.053008,-0.7961,0.3564,0.5269,1.019
5.057514,-0.9337,0.3008,0.4112,1.064
5.061646,-1.1004,0.2647,0.3364,1.181
5.066623,-1.2104,0.2050,0.2836,1.260
5.070697,-1.2829,0.1312,0.2647,1.316
5.076039,-1.2871,0.0578,0.1672,1.299
5.080761,-1.2255,-0.0391,0.1132,1.231
5.085137,-1.1986,-0.1596,0.1050,1.214
5.090395,-1.2372,-0.2607,0.1235,1.270
5.095580,-1.3413,-0.3256,0.0829,1.383
5.100220,-1.4822,-0.3760,0.0476,1.530
5.105168,-1.6362,-0.3927,0.0964,1.685
5.112182,-1.7674,-0.4427,0.1456,1.828
5.116188,-1.8736,-0.4948,0.2074,1.949
5.121019,-1.9356,-0.5563,0.2628,2.031
5.134641,-1.9987,-0.6416,0.2998,2.120
5.136387,-2.0079,-0.7148,0.2876,2.151
5.136906,-1.9514,-0.7926,0.2308,2.119
5.156131,-1.8487,-0.8846,0.0887,2.051
5.157195,-1.7376,-0.9359,-0.0025,1.974
5.157773,-1.6872,-0.9730,-0.0456,1.948
5.158170,-1.7186,-0.9674,-0.0500,1.973
5.158451,-1.8338,-0.9455,-0.1186,2.067
5.165232,-1.9992,-0.9002,-0.2272,2.204
5.168157,-2.2195,-0.8627,-0.3279,2.404
5.172142,-2.4113,-0.8114,-0.4064,2.576
5.176791,-2.5127,-0.8059,-0.4532,2.677
5.182576,-2.5691,-0.8057,-0.3918,2.721
5.185945,-2.6262,-0.7987,-0.3894,2.772
5.191017,-2.6432,-0.7802,-0.4695,2.796
5.196152,-2.5845,-0.7766,-0.5676,2.758
5.200936,-2.4527,-0.8212,-0.5956,2.654
5.205321,-2.2477,-0.9211,-0.5297,2.486
5.220804,-2.0743,-1.0647,-0.4893,2.382
5.223179,-2.0110,-1.2495,-0.5700,2.435
5.223995,-2.0431,-1.3752,-0.7526,2.575
5.233524,-2.1511,-1.4564,-0.8533,2.734
5.234692,-2.3160,-1.4979,-0.8460,2.885
5.235174,-2.5045,-1.5331,-0.8096,3.046
5.239230,-2.6259,-1.5332,-0.8133,3.148
